video_id,title,channel_id,description,tags,published_at,duration,view_count,like_count,comment_count,categories,duration_seconds,producers,directors
lxkQJTreg_g,Nitakusifu Daima by NATACHA BURUNDI (Official Video),UCkKTwGg9aVGJw-Y21hFG5Qg,"Song by Natacha
Direction & Editing Video by PACI NZ
Production by Hotel Club du lac Tanganyika","['Nitakusifu Daima', 'Nitakusifu Daima natacha', 'natacha burundi', 'natacha bujumbura', 'music burundi', 'natacha club du lac', 'hotel club du lac tanganyika', 'musique burundi', 'musique africaine']",2015-05-29 08:29:48+00:00,PT4M21S,9359,182,24,"['Christian Music', 'Music', 'Pop Music']",261.0,[],[]
xVhpyJ8V8ak,Kukuacha Siwezi by NATACHA BURUNDI (Official Video),UCkKTwGg9aVGJw-Y21hFG5Qg,"Song by Natacha
Video direction & editing by Paci Nz
Production by Hotel Club du Lac Tanganyika","['NATACHA BURUNDI', 'KUKUACHA SIWEZI', 'KUKUACHA SIWEZI NATACHA', 'NATACHA CLUB DU LAC', 'HOTEL CLUB DU LAC', 'NATACHA BUJUMBURA', 'MUSIC BURUNDI', 'MUSIQUE BURUNDI', 'MUSIQUE AFRICAINE']",2015-05-29 07:50:40+00:00,PT3M59S,21672,275,31,"['Music', 'Pop Music']",239.0,[],[]
vXaqaNSDKKI,Murarwubake Rugume by NATACHA BURUNDI (Official Video),UCkKTwGg9aVGJw-Y21hFG5Qg,"Song by Natacha
Video Direction & Editing by Paci Nz
Production by Hotel Club du Lac Tanganyika","['MURARWUBAKE', 'MURARWUBAKE NATACHA', 'NATACHA BURUNDI', 'HOTEL CLUB DU LAC TANGANYIKA', 'BUJUMBURA', 'MUSIQUE AFRICAINE', 'NATACHA', 'NATACHA CLUB DU LAC', 'Murarwubake Rugume', 'Murarwubake Rugume Natacha']",2015-05-29 07:17:35+00:00,PT3M5S,9484,147,11,['Music'],185.0,[],[]
nHfQjV-gVtA,Roho Yangu by NATACHA BURUNDI ft BEDJA (Official Video),UCkKTwGg9aVGJw-Y21hFG5Qg,"Song by NATACHA ft BEDJA
Video Direction & Editing by Paci Nz
Production by Hotel Club du Lac Tanganyika","['NATACHA BURUNDI', 'NATACHA', 'HOTEL CLUB DU LAC TANGANYIKA', 'BURUNDI', 'MUSIQUE BURUNDI', 'MUSIC BURUNDI', 'BUJUMBURA', 'MUZIKI', ""MUZIKI Y'BURUNDI"", 'MUSIQUE AFRICAINE', 'CHANTEUSE BURUNDAISE', 'ROHO YANGU', 'BEDJA']",2015-05-28 14:22:00+00:00,PT3M56S,34083,412,32,"['Music', 'Music Of Latin America', 'Pop Music']",236.0,[],[]
RogBY00lO1I,TAPELI by NATACHA BURUNDI (Official Video),UCkKTwGg9aVGJw-Y21hFG5Qg,"Song by Natacha
Video Direction & Editind by Guera Man - Hassan Junior - Sulex.K
Production by Hotel Club du Lac Tanganyika","['NATACHA BURUNDI', 'NATACHA', 'BURUNDI', 'NATACHA BUJUMBURA', 'BUJUMBURA', 'MUZIKI', 'MUSIQUE AFRICAINE', 'AFRICA', 'SICA 2014', 'CHANTEUSE BURUNDAISE', 'HOTEL CLUB DU LAC TANGANYIKA', 'CLUB DU LAC', 'TAPELI', 'TAPELI NATACHA']",2015-05-28 13:58:40+00:00,PT4M,11246,222,27,"['Music', 'Pop Music']",240.0,[],[]
Xgura8u_PdQ,LinoG - Legend (official music video),UC5AplB8THLND3Dm3V_8c6RA,"Audio produced by Jibu The Classic 
Mix and Mastering by Cizzo beat
Directed by Ylier
Ass Director Donus king Art
Colorist Niruze
Set Designer Yvan_Drake
Stylist Tekno_Clova
Make up Bella_kellia 
Location Bujumbura/Burundi 

S/O Yvan_christophe
Young b_blackRapper

Follow LinoG on Instagram:👇
linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag
Follow LinoG on Facebook:👇


#LinoG #Legend #UmvukuriGang","['#Best Rapper', '#linog', '#burundi', 'Music', 'Hitmusic', 'HIPHOP', 'Rap']",2023-02-14 17:33:32+00:00,PT2M58S,114507,6455,1071,"['Hip Hop Music', 'Music', 'Pop Music']",178.0,[],[['D']]
XeL5U0LvwdE,LinoG - My Story feat. Jibu the classic (music audio),UC5AplB8THLND3Dm3V_8c6RA,"Audio produced by : jibu the Classic & LinoG Umvukuri 
Follow LinoG on Instagram:linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag

Follow LinoG on Facebook: https://www.facebook.com/umvukuriOnceAgain","['#Best Rapper', '#linog', '#burundi', 'Music', 'Hitmusic', 'HIPHOP', 'Rap']",2022-11-16 16:35:59+00:00,PT3M11S,3215,443,302,"['Hip Hop Music', 'Music']",191.0,[],[]
OwSrJ6SKsxk,LinoG - Angel (official music video),UC5AplB8THLND3Dm3V_8c6RA,"Song: Angel

Produced by: jibutheclassic

directed by: Karim alaba

stylist:Bikorwa Fashion

Location: Bujumbura/burund

#LinoG #Angel #UmvukuriGang

follow LinoG on instagram:👉 linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag",[],2022-06-15 16:39:02+00:00,PT2M39S,11465,1301,322,"['Hip Hop Music', 'Music', 'Music Of Asia']",159.0,[],[]
LHLK-xKpJpo,LinoG - Amazi (official video) 18+,UC5AplB8THLND3Dm3V_8c6RA,"Artist: LinoG 
Song: Amazi
Produced by: Endo mike
Under @bantubwoy music
Directed by: karim Alaba
Stylist: Lukuji Fashion
Location:  Bujumbura/burundi

follow Linog on instagram: linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag

#LinoG #Amazi #UmvukuriGang","['#Best Rapper', '#linog', '#burundi', 'Music', 'Hitmusic', 'HIPHOP', 'Rap']",2022-03-25 11:53:42+00:00,PT2M59S,12900,1190,380,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",179.0,[],[]
yPdYc_EFvFI,LinoG - R.I.P feat. Epidey,UC5AplB8THLND3Dm3V_8c6RA,"song R.I.P 
Artists LinoG & Epidey
follow LinoG on instagram👇
linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag

#LinoG  #Epidey #RIP #Umvukuri",[],2022-01-23 19:45:19+00:00,PT3M19S,2330,313,195,"['Hip Hop Music', 'Music']",199.0,[],[]
kPE4OATOCXU,LinoG - Roza  ft. Epidey ( official clip video 2021 4k )-(Lyrics),UC5AplB8THLND3Dm3V_8c6RA,"Music by LinoG feat Epidey
Audio produced by TrustBeatz
Directed  by Donus_Kingart 
Lyrics Editor :Donus_Kingart

Follow LinoG on instagram:
linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag

-----------LinoG - Roza  ft. Epidey  Lyrics------------------

*#- one say 1 for you baby
-Two for the love i'm ready
-Three firstlady
-Four for you gonna make me crazy yayayaya

V°/ Be mine uhezurabuko ndabikora
One more time 
From morning mpaka night ooh girl
May be you make me crazy i dont never let u go bae (X2)

R/ -mubeza biyisi niwe uteye nezaa (roza)
-ivyomvuga je ndabizi neza (roza ma)
-niwe karabonkunda keza k'iroza (roza)
-roza we roza mamaa (roza ma)
-roza we roza maaa

V1/ -Simfise beshi nawewurabizi ngukunda cane
-kenshi nkumburudu kiss umpiyoturyamye
-baby mbegubona nogusiga nkajahe 
-roza wanje nyumvirizunkunze nahuntahure
-ufise vyishi utandukanye na danella
-we niwe nakunze ntiyumvira kuguheba
-ooh baby please ntuzungire nka pamella 
-nobabaracanumutimumaze kuruha

R/ -mubeza biyisi niwe uteye nezaa (roza)
-ivyomvuga je ndabizi neza (roza ma)
-niwe karabonkunda keza k'iroza (roza)
-roza we roza mamaa (roza ma)
-roza we roza maaa

V2/
 -hey baby wantwayumutima
-hey mwana mwiza nacaguye mumajana
-hey tararyaka ritazima
-mucumurikirankabona nzokuguminyuma
-mpora nibukumusi wajunsangumbwira yego
-kubataribabizi niwewe unteragatwengo 
-nguma ngukumbura 
-twatujambo twizumbarira
-nitwotuzotuma abandibose ndabibagira

#(May be you make me crazy i dont never let u go bae 
May be you make me crazy i dont dont never let u go)
🎶

R/ -mubeza biyisi niwe uteye nezaa (roza)
-ivyomvuga je ndabizi neza (roza ma)
-niwe karabonkunda keza k'iroza (roza)
-roza we roza mamaa (roza ma)
-roza we roza maaa
keza k'iroza (roza)
-roza we roza mamaa (roza ma)
-roza we roza maaa
keza k'iroza (roza)
-roza we roza mamaa (roza ma)
-roza we roza maaa","['#Best Rapper', '#linog', '#burundi', 'Music', 'Hitmusic', 'HIPHOP', 'Rap']",2021-01-30 07:30:12+00:00,PT3M42S,4187,474,196,"['Christian Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",222.0,[],[]
HsEw2sRubIs,LinoG - Ndacamwibuka feat. Crown Rema (official Audio),UC5AplB8THLND3Dm3V_8c6RA,"Linog is back again with #Ndacamwibuka featuring crown rema
Audio produced by Fig pro (Master muzik) 
Cover designed by justin kinda
#2020 #worldwide #Umvukuri

Follow LinoG on instagram:
linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag",[],2020-09-12 20:15:05+00:00,PT3M9S,2284,250,110,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia']",189.0,[],[]
237kU8Ocgn0,LinoG - Mba Hafi Ft Masterland (Official Lyrics Video),UC5AplB8THLND3Dm3V_8c6RA,"Master Muzik is out with ''Mba Hafi'' Video Lyrics of a Song performed by Lino G Feat Masterland. Audio Produced by Master Muzik and Video Lyrics Edited by Nick Sad The Fixer & Yverkz.

#LinoG #MbaHafi #MasterMuzik

Link : https://youtu.be/237kU8Ocgn0

Follow LinoG on instagram:
linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag","['#LinoG', '#MbaHafi', '#MasterMuzik', 'Video Lyrics', 'Nick Sad The Fixer', 'Yverkz', 'Edited by Nick Sad The Fixer', 'Master Muzik', 'Song', 'Audio', 'Produced']",2019-10-16 18:10:32+00:00,PT3M35S,2660,257,47,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",215.0,"[['Master Muzik', 'Video Lyrics Edited by Nick Sad The Fixer & Yverkz']]",[]
knUnT2gV0BQ,LinoG - Danella feat. EndoMike (Music video),UC5AplB8THLND3Dm3V_8c6RA,"danella official audio video 2019 music by =linog the best rapper ft =endo mike the machine director by =Donus elarts @jaycproductions/studio/2019

Follow LinoG on instagram:
linog_umvukuri
https://www.instagram.com/linog_umvukuri?r=nametag",[],2019-03-29 19:51:50+00:00,PT4M18S,11541,982,61,"['Hip Hop Music', 'Music', 'Pop Music']",258.0,[],[]
3xDq868yEzI,R Flow - Concert,UCUC8xYQ7ZjVytirEJzqxsHg,,[],2023-01-23 06:30:21+00:00,PT27S,851,88,9,"['Christian Music', 'Hip Hop Music', 'Music', 'Pop Music']",27.0,[],[]
59C0t4oNlqk,"HAKUNA MATATA REMIX - R Flow ft  B Face, Mo'w Kanzie, Drama T, Trey Zo, Rappy Boy (Official Video)",UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""HAKUNA MATATA"" 
Performed by R-Flow , B Face, Mo'w Kanzie, Drama T, Trey Zo, Rappy Boy

Directed by John Elarts
Produced by Arnaud Gasige (Eagle Naud)
Outfits by Key Mars
Make Up by Jenny 
Special thanks to Kuza Music",[],2023-01-07 16:00:08+00:00,PT4M44S,467907,20129,2204,"['Hip Hop Music', 'Music', 'Music Of Asia']",284.0,[],[]
E6LZiQZBNwo,#Hakunamatata challenge of mine🔥maman yumiwe 😅,UCUC8xYQ7ZjVytirEJzqxsHg,,[],2022-10-31 16:49:30+00:00,PT52S,5510,600,20,"['Hip Hop Music', 'Music']",52.0,[],[]
dIXj8r_1EUQ,#Hakunamatata challenge with mi bwoy B-face it's an honor 🙏❤🔥💪,UCUC8xYQ7ZjVytirEJzqxsHg,,[],2022-10-12 10:51:14+00:00,PT31S,584,90,3,['Music'],31.0,[],[]
nVxzfsUwy-k,#Hakunamatata challenge with mi breddah Ellement eeleeeh big pro 🇷🇼🔥💪 big thnx broda🙏❤,UCUC8xYQ7ZjVytirEJzqxsHg,,[],2022-10-09 14:34:05+00:00,PT13S,1147,63,0,['Music'],13.0,[],[]
dxSAN42Tug4,R-Flow - HAKUNA MATATA (Official Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""HAKUNA MATATA"" 
Performed by R-Flow

Directed by John Elarts
Produced by Arnaud Gasige (Eagle Naud)

LYRICS

Vers 1:

heri leo kuliko jana i'm alive 
and I give thanks 🙏🏽, 
struggles nazo nime zoweya
 sina noma the future is mine, 
stress zanini weee nijiime kwanini, 
nita kula changu kidogo ni lale mapema

Pre-chorus:

Pre-chorus:
 I don't care what them people they say,
 mimi ni fighter mengine niya G.O.D, 
it doesn't matter how life is hard 
get up stand up and let them know 
Hakuna Matata.

Vers 2: 

share love share peace tu supportiane , 
nami na amini kwamba riski toka Kwamanane, 
njaa ikikuuma sana remember me too nime omba pia, 
isikuuzi sana nita enjoy my life 
na uki tizama, nina enda na mdaa,
 never stop fighting  oooooh.


Bookings On : rflow443@gmail.com

CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/","['hakuna matata', 'best music', '2022', 'hit music', 'new music', 'big fizzo', 'sat b', 'double jay', 'ado josan', 'drama t', 'rwanda', 'uganda', 'kenya']",2022-09-30 13:45:11+00:00,PT3M26S,88598,5696,655,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",206.0,[],[]
gXlEV1Fxu5w,R-Flow - HAKUNA MATATA (Teaser),UCUC8xYQ7ZjVytirEJzqxsHg,"Ce vendredi 30.09.2022
12:00",[],2022-09-28 08:45:09+00:00,PT31S,1866,212,19,"['Electronic Music', 'Hip Hop Music', 'Music', 'Pop Music', 'Reggae']",31.0,[],[]
T54m2SXtpCI,R Flow - Low key ft Vania Ice (Official Music Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""Low key"" Performed by R-Flow and Vania Ice

Directed By John Elarts
Produced by Arnaud Gasige (Eagle Naud)

Bookings On : rflow443@gmail.com

CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/",[],2022-04-29 06:30:10+00:00,PT3M44S,92480,4311,458,"['Christian Music', 'Music', 'Music Of Asia']",224.0,[],[]
B__PczkYLKE,R-flow ft Kingorongoro - Ni fo? sio fo? (Official Audio),UCUC8xYQ7ZjVytirEJzqxsHg,"Produced by Arnaud Gasige (Eagle Naud)

Bookings On : rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/",[],2022-01-08 06:00:09+00:00,PT2M40S,6286,739,161,"['Christian Music', 'Electronic Music', 'Hip Hop Music', 'Music', 'Pop Music']",160.0,[],[]
5HKypN7JpQw,R-flow - Ngwino ft Double Jay (Official Music Video),UCUC8xYQ7ZjVytirEJzqxsHg,"It's all about a woman who fell in love with two men whom she loved so dearly bearing in mind both men had not no idea of each other's existence!

Coincidentally, both made their intentions known and proposed marriage both of which she agreed. 

And as the wedding date came closer she remained quiet about all just to not turn up for both of them which made both the men confused so as to go the her house, only to findout at the same time that they were both being played by one lady who turned out to be the cheat!!!

Official Music Video for ""NGWINO"" Performed by R-Flow and Double Jay

Directed By John Elarts
Produced by Arnaud Gasige (Eagle Naud)

Bookings On : rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/

#rflow #doublejay #ngwino",[],2021-12-11 08:00:44+00:00,PT3M55S,144519,4802,374,"['Christian Music', 'Hip Hop Music', 'Music', 'Pop Music']",235.0,[],[]
jTJslHN7MCA,R FLOW - MY PIPO (Official Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""MY PIPO"" Performed by R-Flow
Directed By John Elarts
Produced by Arnaud Gasige (Eagle Naud)

Bookings On :rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-C...
Instagram: https://www.instagram.com/richeflow/

#rflow #MYPIPO #theraincoat","['burundi', 'best video', 'r flow', 'BURUNDI', 'BIG FIZZO', '2021', 'MY', 'PEOPLE']",2021-06-11 06:00:13+00:00,PT3M22S,34241,1772,279,"['Christian Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",202.0,[],[]
jr_MjjL_Eus,R FLOW - ROSALINA (Official Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""ROSALINA"" Performed by R-Flow
Directed By John Elarts
Produced by Arnaud Gasige (Eagle Naud)

Bookings On :rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/

#rflow #rosalina #theraincoat","['burundi', 'best video', 'r flow', 'BURUNDI', 'BIG FIZZO', 'SAT B', '2021']",2020-12-28 09:00:11+00:00,PT3M47S,57836,2725,301,"['Hip Hop Music', 'Music', 'Pop Music']",227.0,[],[]
6f86Fghm38w,R FLOW - DRUNK IN LOVE (Official Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""DRUNK IN LOVE"" Performed by R-Flow
Directed By BOB Chris Raheem
Produced by Arnaud Gasige (Eagle Naud)

Bookings On :rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/

#rflow #drunkinlove #theraincoat","['burundi', 'best video', 'r flow']",2020-09-14 18:00:03+00:00,PT3M42S,61669,2655,397,"['Hip Hop Music', 'Music', 'Pop Music']",222.0,[],[]
jFNJm8I8InQ,R- Flow - Mungu kwanza ft Bamson & B-face (Official Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""MUNGU KWANZA "" 
Performed by R-Flow Featuring Bamson and B-face
Directed by John Elarts
Produced by X-FECTA

Bookings On :rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/
#rflow #MUNGUKWANZA","['relationship', 'r flow', 'burundi', 'rwanda', '2020', 'bantubwoy', 'gospel', 'worship', 'Burundi', 'b face', 'bamson', 'mungu kwanza', 'channy queen', 'big fizzo', 'emery sun', 'masterland', 'mr champagne', 'kigingi', 'douoble jay', 'kirikou', 'esther nish']",2020-04-16 12:31:53+00:00,PT3M45S,113215,3910,411,"['Christian Music', 'Hip Hop Music', 'Music', 'Pop Music']",225.0,[],[]
PL6a1FVozaw,R-Flow - LOVE (Official Video),UCUC8xYQ7ZjVytirEJzqxsHg,"Official Music Video for ""LOVE"" Performed by R-Flow
Directed By John Elarts (Bantubwoy Ent)
Produced by Arnaud Gasige (Eagle Naud)

Bookings On :rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/

#rflow #love","['love', 'romance', ""valentine's day"", 'relationship', 'r flow', 'burundi', 'rwanda', '2020', 'bantubwoy', 'big fizzo', 'sat b', '2021']",2020-02-14 17:14:54+00:00,PT3M25S,44633,1688,192,"['Christian Music', 'Hip Hop Music', 'Music', 'Pop Music']",205.0,[],[]
6P9j7v-IK7g,R-FLOW - Umusaraba w'urukundo (Official Music Video),UCUC8xYQ7ZjVytirEJzqxsHg,"#rflow #umusarabawurukundo #eastafrica
Official Music Video for ""Umusaraba w'urukundo"" Performed by R-Flow
Directed by John Elarts
Produced by Bob Pro

Bookings On :rflow443@gmail.com
CATCH UP WITH R-FLOW:
Facebook: https://web.facebook.com/R-flow-The-Cousin-594551307347734/
Instagram: https://www.instagram.com/richeflow/

Lyrics
_______
V) 
Amosozi y'umugabo avakure 
agashugwe kanje karihe? 
Kamwe nahora ndind'umusase
gwarugemwe nasasira ntazimira
umusezero w'umushungu n'umusovu
bansukira umusarara w'amazi
bandekee nsarambe sayagusa 
ntawurira atababaye kumutima 
barundi mwe.

R)Umusaraba w'urukundo niwuzomvuna 
amarira y'urukundo niyazompoza 
amarira m'ururirimbo niyazondemesha 
iyi nanga yanje n'intunge.

V)sinzosezera agashengeye 
nahuye n'akaje karamana 
inang' iyaga akampagamye 
naratwenze sinzosubira kuko ataco ngishima 
amarira kumushaha aruzuranye 
sinzorya akarenz' umuryango 
ngapfana ukwizera n'ukuzeruka 
ngapfana agahinda n'umubabaro 
barundi mwe.","['rflow', 'burundi', 'music video', '2019', 'fizzo', 'masterland', 'satb', 'bantubwoy', 'eastafrica']",2019-10-23 18:00:16+00:00,PT3M27S,225237,4450,343,"['Christian Music', 'Music', 'Music Of Latin America', 'Pop Music', 'Rhythm And Blues', 'Soul Music']",207.0,[],[]
39T4CAnCY8s,R-Flow - Mungu Kwanza - B Face & Bamso (official audio),UCUC8xYQ7ZjVytirEJzqxsHg,,[],2019-10-12 23:23:37+00:00,PT3M42S,9331,516,88,"['Hip Hop Music', 'Music', 'Music Of Latin America', 'Pop Music']",222.0,[],[]
5CRdxYn6dgc,LOVE by R flow (Official Audio ),UCUC8xYQ7ZjVytirEJzqxsHg,,[],2019-08-24 09:28:26+00:00,PT3M24S,6645,336,66,"['Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Music Of Latin America', 'Pop Music']",204.0,[],[]
Q_Snsi71CnA,Me & You By R-Flow ( Official Audio),UCUC8xYQ7ZjVytirEJzqxsHg,,[],2019-04-11 20:35:20+00:00,PT3M9S,5647,338,63,"['Christian Music', 'Electronic Music', 'Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",189.0,[],[]
DMkxBEKEzLg,Monia Fleur  - MON BEBE,UCNzcpb75Oeq9hs5sMX8ThTQ,"Official music video of ""MON BEBE""  
Performed by Monia Fleur
Directed by David Fernandez 
Audio by Santana 


#Moniafleur
#Monbebe
#music",[],2023-01-08 17:00:07+00:00,PT3M,79387,4896,399,"['Music', 'Pop Music']",180.0,[],[]
es63ugX-m_c,Monia Fleur - PHARAOH (Official Video),UCNzcpb75Oeq9hs5sMX8ThTQ,"Pharaoh is a romantic song based on a true event 
Performed by  @monia_fleur
Produced by David @davyonthebeatz
Directed by David Fernandez @davidfernandezvybz
Drone: Alpha & Yusuf Banco
Model: Haytham @haytham_albusaidy
MUA:  Kabibi @kabibi_baha 
Written : Dani Kard & Tonarte

 For Bookings 
Email: moniabookinggmail.com 
IG: monia_fleur

#Pharaoh 
#Monia",[],2022-09-02 11:30:07+00:00,PT2M48S,236255,4274,310,"['Music', 'Pop Music']",168.0,[],[]
ttAbebRT7FA,Heloo & wake up,UClxlH3vgq31sVE-KdoytB2A,,[],2023-03-14 01:56:57+00:00,PT46S,173,23,3,['Entertainment'],46.0,[],[]
tYnFiCo0rhs,Ado Josan   —   BARARINDIRIYE  ( Official music video),UClxlH3vgq31sVE-KdoytB2A,"Director: Landry SB
Producer: Kolly Da Magic
Vocal Assist : Kakelly
Booking @ 004740189579 

Inspired by daily life of People !!!

All right reserved (c) ORGINAL MUSIC ENTERTAINMENT",[],2022-12-29 14:00:09+00:00,PT3M11S,94710,3134,865,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",191.0,[],[]
qizDHysMbY4,UH LA LA - Ado Josan ft Mt Number One (Official video),UClxlH3vgq31sVE-KdoytB2A,"Exclusive Song from Burundian   Best Diaspora Giant artists.
Producer : Fig Pro
Director: Landry SB

All Rights Reserved @Original Music Ent",[],2022-09-10 14:00:13+00:00,PT2M51S,1197366,33744,1060,"['Christian Music', 'Hip Hop Music', 'Music', 'Pop Music']",171.0,[],[]
sLGU0HwBAcc,Ado Josan - BIBARYAHE ft Double Jay (Official Music Video),UClxlH3vgq31sVE-KdoytB2A,"#bibaryahe #adojosan #doublejay 

Directed by John Elarts
Produced by Endo Mike & X-Fecta
Mastered by Herbert skillz
Lighting: Jeak Media
Cover Art: Hakeem Moza 

Enjoy!! Don't forget to subscribe to our channel above ☝️ and tap the bell 🔔 to receive notifications when a new video is released 👍🏽","['ado josan', 'doublejay', 'bibaryahe', 'saturday night live', 'snl', 'new york', 'Musique', 'akezanet', 'lesbeautesdecheznous', 'video', 'game', 'jeux', 'olembe stadium yaounde', 'can 2022', 'can 2022 live', 'canal+ + sport', 'canal+ sport afrique', 'france 24', 'live', 'interpol', 'trump', 'aljazeera documentaire', 'documentaire 2022', 'film complet en français', 'dessin animé dora', 'dessin animé bébé', 'saturday night live season 47', 'snl 47', 'Restaurent', 'Pari', 'sport', '24']",2022-06-28 10:00:11+00:00,PT3M35S,695387,10560,570,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music']",215.0,[],[]
HgFNynBOGNw,Ado Josan Feat Double Jay - Bibaryahe (Official Audio),UClxlH3vgq31sVE-KdoytB2A,"Music by Ado Josan Feat Double Jay performing Bibaryahe (Official Release)
©2022 Original Music.

Enjoy!! Don't forget to subscribe to our channel above ☝️ and tap the bell 🔔 to receive notifications when a new video is released 👍🏽","['saturday night live', 'snl', 'new york', 'Musique', 'akezanet', 'lesbeautesdecheznous', 'video', 'game', 'jeux', 'olembe stadium yaounde', 'can 2022', 'can 2022 live', 'canal+ + sport', 'canal+ sport afrique', 'france 24', 'live', 'interpol', 'trump', 'aljazeera documentaire', 'documentaire 2022', 'film complet en français', 'dessin animé dora', 'dessin animé bébé', 'saturday night live season 47', 'snl 47', 'Restaurent', 'Pari', 'sport', '24', 'Ukraine', 'Putin', 'Street Food', 'Congo', 'Guerre Congo', 'Omah Lay', 'Russie', 'Siren Vibes TV']",2022-06-21 14:01:06+00:00,PT3M27S,40920,2648,401,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Music Of Latin America']",207.0,[],[]
6u66XJERdWE,Ado Josan - LEGELA (Official Video),UClxlH3vgq31sVE-KdoytB2A,"Brand new song enjoy!
Video director: John Elarts
Audio:  Endo Mike

Don't forget to subscribe & share

(c) 2022 All rights reserved @Original Music Ent.",[],2022-02-16 18:16:50+00:00,PT2M46S,211849,4430,365,"['Hip Hop Music', 'Music', 'Music Of Asia', 'Pop Music', 'Reggae']",166.0,[],[]
cVwh_Bbu5Yg,Ado Josan - Utujede  feat NJ & Kirikou Akili,UClxlH3vgq31sVE-KdoytB2A,"Brand new song enjoy!
Audio: Amir pro, Element Eleeh, Bob pro
Video director: John Elart
Don't forget to subscribe

(c) 2021 All rights reserved @Original Music Ent.",[],2021-09-17 15:00:18+00:00,PT4M11S,352741,7985,573,"['Christian Music', 'Hip Hop Music', 'Music', 'Pop Music']",251.0,[],[]
SAmbi9KbKnE,Ado Josan - HMM Feat Big Fizzo (Official Music Video),UClxlH3vgq31sVE-KdoytB2A,"#AdoJosan #BigFizzo #HugMeMore

Ado Josan releases the visuals to ''HMM'' (Hug Me More); The first single in 2021. Song features Big Fizzo.

Produced by Endo Mike
Directed by John Elart
Ass Director: Dr Ahmad
Drone Operator: Vj Manifester
Make up: Beby Magos Make up
Lighting: Jeak Media
Cover Art: Hakeem Moza & Nick Sad 

Enjoy!! Don't forget to subscribe to our channel above ☝️ and tap the bell 🔔 to receive notifications when a new video is released 👍🏽",['#Sukari #Big Fizzo #Davido #Zuchu #Diamond Platnumz #Marina #Omah Lay #'],2021-03-01 05:18:07+00:00,PT3M2S,1400018,16594,1621,"['Electronic Music', 'Hip Hop Music', 'Music', 'Pop Music', 'Reggae']",182.0,[],[]
